id_incidencia,id_empleado,sucursal,ciudad,tipo_incidencia,id_cliente,tipo_cliente,fecha_creacion,fecha_finalizacion,estado,indice_satisfaccion
236,EMP004,Sucursal_A,Madrid,Error Sistema,CL006,Empresarial,2024-06-15 11:30:18,2024-06-15 13:45:43,Cerrado,3
237,EMP005,Sucursal_B,Barcelona,Instalación Software,CL007,Basico,2024-06-16 09:45:33,2024-06-16 11:00:56,Cerrado,4
238,EMP006,Sucursal_B,Barcelona,Configuración Red,CL008,Premium,2024-06-16 13:05:29,2024-06-16 14:30:56,Cerrado,5
239,EMP007,Sucursal_B,Barcelona,Problema Software,CL009,Empresarial,2024-06-16 15:25:14,2024-06-16 16:15:01,Cerrado,5
240,EMP008,Sucursal_B,Barcelona,Fallo Hardware,CL010,Basico,2024-06-16 17:40:38,2024-06-16 19:55:13,Cerrado,2
241,EMP009,Sucursal_C,Valencia,Consulta Factura,CL001,Premium,2024-07-02 08:40:53,2024-07-02 08:56:08,Cerrado,4
242,EMP010,Sucursal_C,Valencia,Error Sistema,CL002,Basico,2024-07-02 10:15:19,2024-07-02 12:30:44,Cerrado,3
243,EMP011,Sucursal_C,Valencia,Instalación Software,CL003,Empresarial,2024-07-02 13:25:37,2024-07-02 14:40:54,Cerrado,5
244,EMP012,Sucursal_C,Valencia,Configuración Red,CL004,Basico,2024-07-02 15:50:48,2024-07-02 17:15:15,Cerrado,3
245,EMP001,Sucursal_A,Madrid,Problema Software,CL005,Premium,2024-07-03 09:30:22,2024-07-03 10:20:09,Cerrado,4
246,EMP002,Sucursal_A,Madrid,Fallo Hardware,CL006,Empresarial,2024-07-03 11:45:47,2024-07-03 14:00:02,Cerrado,5
247,EMP003,Sucursal_A,Madrid,Consulta Factura,CL007,Basico,2024-07-03 15:10:31,2024-07-03 15:25:46,Cerrado,4
248,EMP004,Sucursal_A,Madrid,Error Sistema,CL008,Premium,2024-07-03 16:35:58,2024-07-03 18:10:23,Cerrado,5
249,EMP005,Sucursal_B,Barcelona,Instalación Software,CL009,Empresarial,2024-07-04 09:05:44,2024-07-04 10:20:17,Cerrado,5
250,EMP006,Sucursal_B,Barcelona,Configuración Red,CL010,Basico,2024-07-04 12:15:29,2024-07-04 13:40:56,Abierto,
